,experiment,kernel,disk_name,cpu_model,ncpus,mem_sys,boot_type,workload,input_size,host time,result,final_tick,host_inst_rate,host_mem_usage,host_op_rate,host_seconds,host_tick_rate,sim_freq,sim_insts,sim_ops,sim_seconds,sim_ticks,numCycles,numFpInsts,numIntInsts,numLoadInsts,numStoreInsts,numMemRefs,numIntAlu,numFpAlu,numSimdAlu,numSimdCrypto,avgRdQLen
1619,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,1,MESI_Two_Level,systemd,freqmine,simmedium,30.033068418502808,Success,18939381946048.0,3846270274.0,3857560.0,3846064803.0,3.08,887932894674.0,1000000000000.0,11826824674.0,11826824674.0,2.730456,2730455500977.0,26899628415,0,0,0,0,0,0,0,0,0,0.0
1620,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,2,MESI_Two_Level,systemd,bodytrack,simmedium,35.031291246414185,Success,20405763175303.0,12101598493.0,3875260.0,12097157032.0,0.62,798782907161.0,1000000000000.0,7529310578.0,7529310578.0,0.497194,497194161147.0,49027738480,0,0,0,0,0,0,0,0,0,0.0
1621,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,2,MESI_Two_Level,systemd,fluidanimate,simsmall,30.053958654403687,Success,20110316692861.0,11146449614.0,3875256.0,11142061866.0,0.47,623685044356.0,1000000000000.0,5290199899.0,5290199899.0,0.296146,296146481409.0,45542425649,0,0,0,0,0,0,0,0,0,0.0
1622,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,1,MESI_Two_Level,systemd,dedup,simmedium,30.025339126586914,Success,19386600052276.0,3238380478.0,3858584.0,3238176758.0,3.01,885587075566.0,1000000000000.0,9742180793.0,9742180793.0,2.664354,2664354291021.0,26659055787,0,0,0,0,0,0,0,0,0,0.0
1623,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,1,MESI_Two_Level,systemd,swaptions,simmedium,30.028353452682495,Success,18235598178970.0,5045865926.0,3857560.0,5045366278.0,2.1,870361791259.0,1000000000000.0,10571647248.0,10571647248.0,1.823717,1823717020770.0,24191676174,0,0,0,0,0,0,0,0,0,0.0
1624,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,2,MESI_Two_Level,systemd,ferret,simsmall,35.03309988975525,Success,20379941084908.0,9364050547.0,3875256.0,9361595030.0,0.58,749978058468.0,1000000000000.0,5383233564.0,5383233564.0,0.431281,431280942345.0,48847943320,0,0,0,0,0,0,0,0,0,0.0
1625,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,2,MESI_Two_Level,systemd,swaptions,simmedium,35.04324984550476,Success,21278867944888.0,9338801853.0,3875260.0,9337303588.0,1.16,821299784839.0,1000000000000.0,10790307114.0,10790307114.0,0.949133,949133071845.0,55610691245,0,0,0,0,0,0,0,0,0,0.0
1626,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,2,MESI_Two_Level,systemd,vips,simmedium,35.03654766082764,Success,30134903771827.0,789390347.0,3876540.0,789384667.0,19.71,1528819014800.0,1000000000000.0,15559724673.0,15559724673.0,30.134904,30134903771827.0,165623563579,0,0,0,0,0,0,0,0,0,0.0
1627,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,1,MESI_Two_Level,systemd,raytrace,simsmall,35.03142738342285,Success,23113800527869.0,60640172010.0,3858584.0,60606758817.0,0.38,806766472537.0,1000000000000.0,23316343279.0,23316343279.0,0.310414,310414333608.0,16640648376,0,0,0,0,0,0,0,0,0,0.0
1628,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,2,MESI_Two_Level,systemd,vips,simsmall,35.04082012176514,Success,28147008662155.0,427267124.0,3875512.0,427262425.0,17.86,1576149364688.0,1000000000000.0,7630072607.0,7630072607.0,28.147009,28147008662155.0,156140345094,0,0,0,0,0,0,0,0,0,0.0
1629,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,blackscholes,simsmall,45.12867617607117,Success,113511491129089.0,57913081028.0,3873528.0,57777327718.0,0.09,507631183831.0,1000000000000.0,5149755099.0,5149755099.0,0.045266,45266224464.0,16267126777,0,0,0,0,0,0,0,0,0,0.0
1630,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,2,MESI_Two_Level,systemd,fluidanimate,simmedium,35.04275965690613,Success,19665917134264.0,11049315324.0,3875256.0,11045739511.0,0.64,750889006531.0,1000000000000.0,7062865101.0,7062865101.0,0.480159,480159481878.0,46553308130,0,0,0,0,0,0,0,0,0,0.0
1631,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,2,MESI_Two_Level,systemd,swaptions,simsmall,35.03233456611633,Success,19822565464462.0,13248628140.0,3874236.0,13243045670.0,0.42,698201861684.0,1000000000000.0,5539729754.0,5539729754.0,0.292082,292082460831.0,49120695701,0,0,0,0,0,0,0,0,0,0.0
1632,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,2,MESI_Two_Level,systemd,blackscholes,simsmall,35.03579020500183,Success,19922814858052.0,56024910237.0,3874232.0,55880699475.0,0.07,397070649155.0,1000000000000.0,3985822992.0,3985822992.0,0.028336,28335721914.0,43062941474,0,0,0,0,0,0,0,0,0,0.0
1633,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,2,MESI_Two_Level,systemd,dedup,simmedium,40.03666663169861,Success,23235020053003.0,2383241998.0,3877308.0,2383087383.0,4.06,722954812974.0,1000000000000.0,9675171133.0,9675171133.0,2.935175,2935175460759.0,71306470461,0,0,0,0,0,0,0,0,0,0.0
1634,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,dedup,simsmall,45.03746294975281,Success,113122838705887.0,6572509531.0,3873532.0,6571447277.0,1.08,852931498041.0,1000000000000.0,7111007035.0,7111007035.0,0.922991,922990631121.0,18897887104,0,0,0,0,0,0,0,0,0,0.0
1635,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,bodytrack,simmedium,45.0451602935791,Success,113355256342267.0,8951823489.0,3873532.0,8950038953.0,0.95,808776512805.0,1000000000000.0,8498473598.0,8498473598.0,0.767999,767998777455.0,19406053146,0,0,0,0,0,0,0,0,0,0.0
1636,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,blackscholes,simmedium,45.135488510131836,Success,111561659809192.0,26278404290.0,3873532.0,26256452918.0,0.22,724350709588.0,1000000000000.0,5700839602.0,5700839602.0,0.157298,157297674204.0,16245808170,0,0,0,0,0,0,0,0,0,0.0
1637,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,ferret,simsmall,55.05789065361023,Success,21772733232574.0,5781564684.0,3979136.0,5780511629.0,1.18,472732593306.0,1000000000000.0,6832604989.0,6832604989.0,0.558794,558794470509.0,194652414576,0,0,0,0,0,0,0,0,0,0.0
1638,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,swaptions,simmedium,55.05687975883484,Success,21152773184203.0,12764039376.0,3979140.0,12761372667.0,0.95,363452465808.0,1000000000000.0,12157055695.0,12157055695.0,0.346255,346255211187.0,194825104850,0,0,0,0,0,0,0,0,0,0.0
1639,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,2,MESI_Two_Level,systemd,streamcluster,simsmall,45.04514408111572,Success,37289878840954.0,866547953.0,3879356.0,866534814.0,13.86,1270314920451.0,1000000000000.0,12007849990.0,12007849990.0,17.603205,17603204590917.0,229805757739,0,0,0,0,0,0,0,0,0,0.0
1640,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,blackscholes,simmedium,55.05580186843872,Success,20276653326058.0,22102619487.0,3978112.0,22085226963.0,0.26,288421297353.0,1000000000000.0,5835544184.0,5835544184.0,0.076221,76221240462.0,176034938320,0,0,0,0,0,0,0,0,0,0.0
1641,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,bodytrack,simsmall,45.04693412780762,Success,109757759661712.0,26029291515.0,3873532.0,26013482577.0,0.24,726665701920.0,1000000000000.0,6189934973.0,6189934973.0,0.172927,172926817083.0,17091569760,0,0,0,0,0,0,0,0,0,0.0
1642,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,dedup,simmedium,50.05014252662659,Success,117022440635119.0,4065343804.0,3874556.0,4065108080.0,2.81,884996170889.0,1000000000000.0,11422720889.0,11422720889.0,2.486817,2486816901126.0,26533841710,0,0,0,0,0,0,0,0,0,0.0
1643,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,freqmine,simsmall,55.049503326416016,Success,20702367422488.0,7429152258.0,3978112.0,7427480363.0,0.97,391907331156.0,1000000000000.0,7185418993.0,7185418993.0,0.379152,379152091377.0,189844202433,0,0,0,0,0,0,0,0,0,0.0
1644,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,swaptions,simsmall,55.04717946052551,Success,19872643403728.0,21473381713.0,3978112.0,21462430844.0,0.32,300033124393.0,1000000000000.0,6877585184.0,6877585184.0,0.096154,96154220862.0,174325699209,0,0,0,0,0,0,0,0,0,0.0
1645,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,dedup,simsmall,65.06074261665344,Success,25868129876767.0,731502040.0,3984256.0,731488361.0,11.53,462578609929.0,1000000000000.0,8435023467.0,8435023467.0,5.334157,5334157021149.0,391028355949,0,0,0,0,0,0,0,0,0,0.0
1646,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,dedup,simmedium,65.06020522117615,Success,150004841393611.0,6569231147.0,3895324.0,6568587228.0,1.78,760445508298.0,1000000000000.0,11697014373.0,11697014373.0,1.354183,1354182841287.0,51644438331,0,0,0,0,0,0,0,0,0,0.0
1647,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,fluidanimate,simsmall,55.048662424087524,Success,20393027632927.0,12269637314.0,3979140.0,12264966609.0,0.59,384852798424.0,1000000000000.0,7207159695.0,7207159695.0,0.226163,226162900710.0,182834603950,0,0,0,0,0,0,0,0,0,0.0
1648,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,blackscholes,simsmall,55.04963970184326,Success,20047581963721.0,44394882417.0,3979136.0,44339407585.0,0.12,267357785775.0,1000000000000.0,5346338820.0,5346338820.0,0.032244,32243891166.0,175256807375,0,0,0,0,0,0,0,0,0,0.0
1649,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,8,MESI_Two_Level,systemd,vips,simmedium,60.05560874938965,Success,30229280400727.0,517069041.0,3983488.0,517066521.0,33.12,912598384862.0,1000000000000.0,17127506496.0,17127506496.0,30.22928,30229280400727.0,690706174604,0,0,0,0,0,0,0,0,0,0.0
1650,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,bodytrack,simsmall,60.05443263053894,Success,21042468025444.0,20807591861.0,3979136.0,20793837989.0,0.31,401969061362.0,1000000000000.0,6475352217.0,6475352217.0,0.125191,125190991026.0,180534176964,0,0,0,0,0,0,0,0,0,0.0
1651,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,ferret,simmedium,60.05511116981506,Success,21549854413162.0,5596027709.0,3979140.0,5595360506.0,1.92,421507495894.0,1000000000000.0,10731514694.0,10731514694.0,0.808441,808440990759.0,211207857400,0,0,0,0,0,0,0,0,0,0.0
1652,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,8,MESI_Two_Level,systemd,vips,simsmall,55.054718017578125,Success,29076406170985.0,316142622.0,3982464.0,316140948.0,29.9,972395509474.0,1000000000000.0,9453185849.0,9453185849.0,29.076406,29076406170985.0,667712204337,0,0,0,0,0,0,0,0,0,0.0
1653,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,vips,simmedium,60.05444550514221,Success,29340254111266.0,539379172.0,3982208.0,539375529.0,32.05,915394094819.0,1000000000000.0,17288064668.0,17288064668.0,29.340254,29340254111266.0,670306182786,0,0,0,0,0,0,0,0,0,0.0
1654,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,freqmine,simmedium,60.05301117897034,Success,21899143793809.0,6601015519.0,3979136.0,6600467443.0,2.07,465207981179.0,1000000000000.0,13693250064.0,13693250064.0,0.96513,965130370866.0,212093340601,0,0,0,0,0,0,0,0,0,0.0
1655,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,bodytrack,simsmall,65.0632107257843,Success,148505012254747.0,35173451508.0,3894300.0,35143906259.0,0.2,640064134051.0,1000000000000.0,7145659868.0,7145659868.0,0.130156,130155841539.0,49004151490,0,0,0,0,0,0,0,0,0,0.0
1656,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,fluidanimate,simmedium,60.05265545845032,Success,20653640478541.0,11346927814.0,3979140.0,11343572017.0,0.79,401906193525.0,1000000000000.0,8929295865.0,8929295865.0,0.31638,316379964339.0,187555488917,0,0,0,0,0,0,0,0,0,0.0
1657,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,dedup,simmedium,65.05727171897888,Success,27072175414645.0,1041208562.0,3984260.0,1041194627.0,11.07,552766528172.0,1000000000000.0,11522323387.0,11522323387.0,6.117175,6117174852183.0,436927430502,0,0,0,0,0,0,0,0,0,0.0
1658,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,dedup,simsmall,65.06482815742493,Success,149886908336386.0,4811190177.0,3894296.0,4810777250.0,1.71,700842130893.0,1000000000000.0,8210548856.0,8210548856.0,1.196144,1196143600725.0,56258413529,0,0,0,0,0,0,0,0,0,0.0
1659,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,bodytrack,simmedium,60.07204079627991,Success,21610003053979.0,12226932500.0,3979136.0,12223954755.0,0.75,454480280968.0,1000000000000.0,9123549324.0,9123549324.0,0.339225,339224581188.0,186212438812,0,0,0,0,0,0,0,0,0,0.0
1660,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,vips,simsmall,60.0618634223938,Success,28489261120768.0,296553099.0,3981188.0,296551127.0,30.88,922602025848.0,1000000000000.0,9157264574.0,9157264574.0,28.489261,28489261120768.0,654280797053,0,0,0,0,0,0,0,0,0,0.0
1661,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,blackscholes,simmedium,65.0545904636383,Success,142154726600710.0,44586515929.0,3894300.0,44531707381.0,0.15,600684135384.0,1000000000000.0,6742846938.0,6742846938.0,0.090973,90972904698.0,47918256339,0,0,0,0,0,0,0,0,0,0.0
1662,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,bodytrack,simmedium,65.13504958152771,Success,147227106136384.0,15167693368.0,3893276.0,15164007796.0,0.63,795913628844.0,1000000000000.0,9493314397.0,9493314397.0,0.498294,498293593614.0,51025680345,0,0,0,0,0,0,0,0,0,0.0
1663,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,1,MESI_Two_Level,systemd,dedup,simsmall,85.07263422012329,Success,396996662015263.0,5395641588.0,3873944.0,5394791074.0,1.17,847928876288.0,1000000000000.0,6307255009.0,6307255009.0,0.991374,991374340626.0,20316580016,0,0,0,0,0,0,0,0,0,0.0
1664,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,streamcluster,simsmall,105.09501528739929,Success,44647559897185.0,1431522732.0,4005760.0,1431516039.0,48.75,496558144608.0,1000000000000.0,69788693891.0,69788693891.0,24.208025,24208024580829.0,1218159232077,0,0,0,0,0,0,0,0,0,0.0
1665,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,8,MESI_Two_Level,systemd,streamcluster,simmedium,105.10154056549072,Success,48225245004478.0,1533973751.0,4008832.0,1533968100.0,53.86,512775874061.0,1000000000000.0,82623874534.0,82623874534.0,27.619584,27619584071031.0,1366500381264,0,0,0,0,0,0,0,0,0,0.0
1666,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,8,MESI_Two_Level,systemd,blackscholes,simsmall,135.12495350837708,Success,151478386172146.0,64642737856.0,4019680.0,64536204707.0,0.13,129714412715.0,1000000000000.0,8621419660.0,8621419660.0,0.017334,17334272043.0,178715404760,0,0,0,0,0,0,0,0,0,0.0
1667,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,ferret,simsmall,45.043845653533936,Success,116138740528810.0,7219405233.0,3874556.0,7217681239.0,0.9,801681309516.0,1000000000000.0,6525863843.0,6525863843.0,0.724874,724873684716.0,18758371431,0,0,0,0,0,0,0,0,0,0.0
1668,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,8,MESI_Two_Level,systemd,bodytrack,simsmall,135.11326456069946,Success,152751222392149.0,31359072605.0,4020708.0,31338047167.0,0.31,391752033691.0,1000000000000.0,9577570672.0,9577570672.0,0.119745,119745210924.0,178510184027,0,0,0,0,0,0,0,0,0,0.0
1669,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,fluidanimate,simsmall,45.04294180870056,Success,112581909895168.0,11332700910.0,3873532.0,11328020248.0,0.57,803650881100.0,1000000000000.0,6405904305.0,6405904305.0,0.454494,454494464253.0,17719345604,0,0,0,0,0,0,0,0,0,0.0
1670,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,ferret,simmedium,50.04526233673096,Success,116938597239442.0,3380924075.0,3874552.0,3380675239.0,3.02,824354420437.0,1000000000000.0,10222006926.0,10222006926.0,2.492601,2492601114789.0,25535672055,0,0,0,0,0,0,0,0,0,0.0
1671,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,8,MESI_Two_Level,systemd,bodytrack,simmedium,130.12268257141113,Success,152697041004106.0,13861134257.0,4020708.0,13857645168.0,0.86,423379889687.0,1000000000000.0,11859992421.0,11859992421.0,0.362366,362366181090.0,190007122119,0,0,0,0,0,0,0,0,0,0.0
1672,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,8,MESI_Two_Level,systemd,dedup,simsmall,135.12453699111938,Success,154543471503661.0,1814455285.0,4023776.0,1814397762.0,6.2,510220592132.0,1000000000000.0,11242168871.0,11242168871.0,3.161393,3161392790985.0,302215114100,0,0,0,0,0,0,0,0,0,0.0
1673,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,ferret,simsmall,60.06886959075928,Success,150979961301274.0,13965178956.0,3893272.0,13959090077.0,0.53,732469669718.0,1000000000000.0,7363698374.0,7363698374.0,0.386423,386422805718.0,46529648893,0,0,0,0,0,0,0,0,0,0.0
1674,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,fluidanimate,simmedium,50.04651498794556,Success,111642503155921.0,9299067292.0,3874556.0,9297320646.0,0.88,850557921057.0,1000000000000.0,8195025187.0,8195025187.0,0.749735,749735191323.0,18724581374,0,0,0,0,0,0,0,0,0,0.0
1675,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,8,MESI_Two_Level,systemd,dedup,simmedium,145.12118434906006,Success,160882758433432.0,1093003668.0,4026852.0,1092990710.0,16.06,529712051227.0,1000000000000.0,17555612654.0,17555612654.0,8.508254,8508253781115.0,525727941274,0,0,0,0,0,0,0,0,0,0.0
1676,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,freqmine,simsmall,45.04146718978882,Success,113262153699439.0,7763702955.0,3873532.0,7762248264.0,0.91,866280591431.0,1000000000000.0,7036456488.0,7036456488.0,0.785305,785305040868.0,18749583893,0,0,0,0,0,0,0,0,0,0.0
1677,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,ferret,simmedium,70.06404972076416,Success,145917151244542.0,7149592233.0,3895324.0,7148596751.0,1.55,777486926850.0,1000000000000.0,11084175949.0,11084175949.0,1.205555,1205554742163.0,58553533245,0,0,0,0,0,0,0,0,0,0.0
1678,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,fluidanimate,simmedium,65.05700540542603,Success,145793657053351.0,13462393359.0,3894296.0,13458129311.0,0.69,753532092365.0,1000000000000.0,9271747032.0,9271747032.0,0.519162,519161762223.0,50205222508,0,0,0,0,0,0,0,0,0,0.0
1679,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,fluidanimate,simsmall,70.0603756904602,Success,145137640184227.0,17871275429.0,3895324.0,17863047718.0,0.44,762701583421.0,1000000000000.0,7922229170.0,7922229170.0,0.338289,338289461910.0,48089492562,0,0,0,0,0,0,0,0,0,0.0
1680,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,raytrace,simsmall,55.04994988441467,Success,117396908505073.0,57650770307.0,3874556.0,57628268291.0,0.4,809028455309.0,1000000000000.0,22896961929.0,22896961929.0,0.321522,321521821002.0,16519796550,0,0,0,0,0,0,0,0,0,0.0
1681,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,1,MESI_Two_Level,systemd,freqmine,simsmall,165.13696908950806,Success,974754293109868.0,7616812970.0,3893404.0,7615153661.0,0.95,844709097179.0,1000000000000.0,7232481932.0,7232481932.0,0.802296,802295521047.0,18876006520,0,0,0,0,0,0,0,0,0,0.0
1682,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,streamcluster,simsmall,45.04515242576599,Success,114858164212318.0,13855614810.0,3873532.0,13850379576.0,0.44,778530902952.0,1000000000000.0,6075087437.0,6075087437.0,0.341504,341503594227.0,17061869387,0,0,0,0,0,0,0,0,0,0.0
1683,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,2,MESI_Two_Level,systemd,vips,simsmall,170.14189624786377,Success,776791348352398.0,61543456.0,3930552.0,61543378.0,157.41,4934894998128.0,1000000000000.0,9687410555.0,9687410555.0,776.791348,776791348352398.0,4555808477648,0,0,0,0,0,0,0,0,0,0.0
1684,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,streamcluster,simmedium,45.04156041145325,Success,113673478109959.0,5661244116.0,3873532.0,5660460240.0,1.59,860516578582.0,1000000000000.0,8975761689.0,8975761689.0,1.364543,1364543031060.0,20584399357,0,0,0,0,0,0,0,0,0,0.0
1685,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,freqmine,simmedium,70.06264138221741,Success,143508586837591.0,7772065586.0,3895324.0,7771176775.0,1.87,800625499129.0,1000000000000.0,14517706111.0,14517706111.0,1.495718,1495717790661.0,54069580584,0,0,0,0,0,0,0,0,0,0.0
1686,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,swaptions,simsmall,45.04275631904602,Success,113536929102319.0,11214536237.0,3874552.0,11210652828.0,0.57,790412038546.0,1000000000000.0,6437966465.0,6437966465.0,0.453942,453942034236.0,18064358674,0,0,0,0,0,0,0,0,0,0.0
1687,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,streamcluster,simsmall,75.07198309898376,Success,166320515645686.0,1111689983.0,3898396.0,1111669736.0,12.45,1295534748395.0,1000000000000.0,13841569155.0,13841569155.0,16.130963,16130962552005.0,219215611958,0,0,0,0,0,0,0,0,0,0.0
1688,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,swaptions,simsmall,70.06977462768555,Success,135243587264770.0,17035996376.0,3895324.0,17026299135.0,0.43,621450776692.0,1000000000000.0,7320294848.0,7320294848.0,0.267213,267212982204.0,37453029196,0,0,0,0,0,0,0,0,0,0.0
1689,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,swaptions,simmedium,50.045868158340454,Success,113714818859161.0,6471770843.0,3874552.0,6470994467.0,1.69,858448997041.0,1000000000000.0,10951229431.0,10951229431.0,1.452841,1452840681024.0,22258744106,0,0,0,0,0,0,0,0,0,0.0
1690,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,streamcluster,simmedium,80.06946778297424,Success,166378511444500.0,1114615949.0,3898392.0,1114601387.0,15.99,1298722782259.0,1000000000000.0,17822772903.0,17822772903.0,20.766956,20766956111478.0,273391099944,0,0,0,0,0,0,0,0,0,0.0
1691,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,2,MESI_Two_Level,systemd,swaptions,simmedium,70.07268452644348,Success,136964167372693.0,10124110582.0,3895320.0,10122395633.0,1.18,786563041143.0,1000000000000.0,11931750956.0,11931750956.0,0.927178,927177771789.0,57015998179,0,0,0,0,0,0,0,0,0,0.0
1692,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,8,MESI_Two_Level,systemd,ferret,simmedium,145.12824010849,Success,151860422002897.0,10503912315.0,4020704.0,10502526056.0,1.29,457512145757.0,1000000000000.0,13600192942.0,13600192942.0,0.592464,592463760849.0,204027584861,0,0,0,0,0,0,0,0,0,0.0
1693,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,8,MESI_Two_Level,systemd,fluidanimate,simmedium,140.1223599910736,Success,149762902793059.0,16546303601.0,4019684.0,16541655234.0,0.74,416272248745.0,1000000000000.0,12268037401.0,12268037401.0,0.308743,308742970644.0,192656981554,0,0,0,0,0,0,0,0,0,0.0
1694,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,vips,simsmall,45.0492045879364,Success,121558131861328.0,260587076.0,3874552.0,260585468.0,33.79,3596929880943.0,1000000000000.0,8806470238.0,8806470238.0,121.558132,121558131861328.0,344879134152,0,0,0,0,0,0,0,0,0,0.0
1695,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,8,MESI_Two_Level,systemd,fluidanimate,simsmall,145.12210130691528,Success,149775715744948.0,18001296736.0,4019684.0,17994710800.0,0.56,369266284848.0,1000000000000.0,10094743242.0,10094743242.0,0.207167,207166521105.0,183030388083,0,0,0,0,0,0,0,0,0,0.0
1696,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,8,MESI_Two_Level,systemd,freqmine,simsmall,140.13386011123657,Success,150674263234012.0,16261555308.0,4018660.0,16257768821.0,0.66,498340805357.0,1000000000000.0,10681231272.0,10681231272.0,0.327418,327417610977.0,191289755957,0,0,0,0,0,0,0,0,0,0.0
1697,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,1,MESI_Two_Level,systemd,vips,simsmall,45.04370427131653,Success,119918349581032.0,266341079.0,3874808.0,266339922.0,32.99,3635346127339.0,1000000000000.0,8785689503.0,8785689503.0,119.91835,119918349581032.0,340504818325,0,0,0,0,0,0,0,0,0,0.0
1698,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,1,MESI_Two_Level,systemd,vips,simmedium,50.045968770980835,Success,124748377190893.0,470933620.0,3874552.0,470931665.0,35.82,3482247986027.0,1000000000000.0,16870689406.0,16870689406.0,124.748377,124748377190893.0,352911409389,0,0,0,0,0,0,0,0,0,0.0
1699,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,1,MESI_Two_Level,systemd,vips,simmedium,50.04754400253296,Success,122009089210903.0,485640732.0,3898364.0,485638057.0,34.73,3512865314429.0,1000000000000.0,16867199380.0,16867199380.0,122.009089,122009089210903.0,345477307482,0,0,0,0,0,0,0,0,0,0.0
