,experiment,kernel,disk_name,param0,param1,param2,param3,host time,result,final_tick,host_inst_rate,host_mem_usage,host_op_rate,host_seconds,host_tick_rate,sim_freq,sim_insts,sim_ops,sim_seconds,sim_ticks,param4,param5
2874,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,dedup,simmedium,2,23417.184673786163,Success,24557920337495.0,410231.0,4317884.0,538345.0,23388.58,155179054.0,1000000000000.0,9594710152.0,12591129983.0,3.629418,3629418122161.0,,
2875,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,dedup,simmedium,2,23783.369968414307,Success,153576383577311.0,504230.0,4350232.0,643342.0,23717.41,157139914.0,1000000000000.0,11959031960.0,15258400357.0,3.726952,3726951584734.0,,
2876,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,swaptions,simmedium,8,23717.068414211273,Success,153662831266088.0,604788.0,4579040.0,805942.0,23587.75,38235153.0,1000000000000.0,14265580478.0,19010347755.0,0.901881,901881269614.0,,
2877,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,swaptions,simmedium,1,23823.079185009003,Success,121133448324641.0,459073.0,4085756.0,659106.0,23778.9,302768983.0,1000000000000.0,10916254259.0,15672811089.0,7.199512,7199512466482.0,,
2878,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,swaptions,simmedium,2,23852.86958193779,Success,145304557862465.0,492859.0,4238616.0,692863.0,23784.64,151584953.0,1000000000000.0,11722468289.0,16479487560.0,3.605393,3605393442223.0,,
2879,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,dedup,simmedium,1,24306.859958171844,Success,24232605428045.0,401310.0,4211096.0,538322.0,24283.0,314662886.0,1000000000000.0,9745009836.0,13072072054.0,7.640959,7640959313746.0,,
2880,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,dedup,simmedium,8,24627.372869491577,Success,21796297629257.0,465622.0,4813952.0,603980.0,24571.52,50819158.0,1000000000000.0,11441033305.0,14840717892.0,1.248704,1248703986727.0,,
2881,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,ferret,simmedium,1,24853.670238256454,Success,23062698313904.0,402586.0,4155800.0,590886.0,24823.5,304900730.0,1000000000000.0,9993587954.0,14667852941.0,7.568702,7568701869520.0,,
2882,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,dedup,simmedium,1,24857.837693452835,Success,123265219311416.0,468322.0,4313128.0,616324.0,24810.37,316066676.0,1000000000000.0,11619246456.0,15291215549.0,7.84173,7841730276811.0,,
2883,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,ferret,simmedium,2,24934.20246529579,Success,24293287462268.0,409907.0,4288188.0,597414.0,24904.14,152372351.0,1000000000000.0,10208389472.0,14878071598.0,3.794703,3794702845987.0,,
2884,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,ferret,simmedium,8,25128.50971055031,Success,21871918572284.0,463803.0,4877440.0,649929.0,25072.83,60238744.0,1000000000000.0,11628856513.0,16295548102.0,1.510356,1510355749384.0,,
2885,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,dedup,simmedium,8,26834.338579177856,Success,156107750969684.0,576962.0,4911844.0,728592.0,26701.42,51390807.0,1000000000000.0,15405696244.0,19454439989.0,1.372207,1372207437316.0,,
2886,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,swaptions,simmedium,1,27529.931411743164,Success,24213201484079.0,384635.0,3998108.0,591001.0,27506.4,310028855.0,1000000000000.0,10579919061.0,16256297244.0,8.527776,8527776499855.0,,
2887,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,swaptions,simmedium,8,27549.821422815323,Success,21508743617444.0,447067.0,4577412.0,653243.0,27496.88,38991681.0,1000000000000.0,12292961067.0,17962152312.0,1.07215,1072149614164.0,,
2888,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,swaptions,simmedium,2,27831.507299423218,Success,24302854520300.0,388557.0,4099768.0,592596.0,27802.37,153481863.0,1000000000000.0,10802815054.0,16475559527.0,4.267159,4267159353883.0,,
2889,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,freqmine,simmedium,2,31410.413649082184,Success,25807727232209.0,385792.0,4296376.0,593329.0,31379.64,168987770.0,1000000000000.0,12106022026.0,18618455904.0,5.302775,5302775441143.0,,
2890,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,freqmine,simmedium,1,31528.868062734604,Success,26570520668549.0,375720.0,4173208.0,582113.0,31505.07,313970579.0,1000000000000.0,11837090020.0,18339520774.0,9.891665,9891665419681.0,,
2891,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,freqmine,simmedium,2,32194.048592805862,Success,144532864332461.0,452865.0,4360476.0,654754.0,32125.67,171510513.0,1000000000000.0,14548608857.0,21034418205.0,5.509891,5509890989938.0,,
2892,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,freqmine,simmedium,1,32363.82720565796,Success,122756183551721.0,423814.0,4240380.0,624209.0,32319.05,319740505.0,1000000000000.0,13697278233.0,20173840601.0,10.33371,10333709837776.0,,
2893,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,freqmine,simmedium,8,32724.97042822838,Success,153543249900488.0,519912.0,5018336.0,722927.0,32586.81,76239993.0,1000000000000.0,16942285024.0,23557869446.0,2.484418,2484418206889.0,,
2894,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,freqmine,simmedium,8,86406.39293193817,timeout,,,,,,,,,,,,,
2895,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,raytrace,simmedium,8,86407.06738424301,timeout,28995135354487.0,66085689553.0,3981184.0,66048920573.0,0.41,312226675403.0,1000000000000.0,26910752850.0,26910752850.0,0.127225,127224751896.0,,
2896,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,blackscholes,simsmall,2,86405.16547036171,timeout,,,,,,,,,,,,,
2897,os comparison tests,vmlinux-4.15.18,parsec-u18,simple,raytrace,simsmall,2,86405.17471790314,timeout,,,,,,,,,,,,,
2898,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,raytrace,simsmall,8,86408.48943448067,timeout,27923581803331.0,92027868741.0,3981184.0,91949314618.0,0.27,311698903678.0,1000000000000.0,25152874409.0,25152874409.0,0.085282,85282402230.0,,
2899,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,dedup,simsmall,2,86407.26375937462,timeout,,,,,,,,,,,,,
2900,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,raytrace,simmedium,2,86408.59538221359,timeout,27441142367689.0,47352626474.0,3876284.0,47336982695.0,0.54,725039362051.0,1000000000000.0,25343092021.0,25343092021.0,0.388193,388193332086.0,,
2901,os comparison tests,vmlinux-4.15.18,parsec-u18,kvm,raytrace,simsmall,2,86408.90139937401,timeout,27430030184995.0,85658954966.0,3876280.0,85611208940.0,0.28,663965574807.0,1000000000000.0,23556427277.0,23556427277.0,0.182718,182717594172.0,,
2902,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,bodytrack,simsmall,8,86405.05224370956,timeout,,,,,,,,,,,,,
2903,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,fluidanimate,simsmall,8,86406.16254425049,timeout,,,,,,,,,,,,,
2904,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,freqmine,simsmall,8,86405.61470556259,timeout,,,,,,,,,,,,,
2905,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,freqmine,simmedium,1,86408.25824308395,timeout,,,,,,,,,,,,,
2906,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,freqmine,simmedium,8,86405.82693266869,timeout,,,,,,,,,,,,,
2907,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,raytrace,simsmall,2,86407.38755869865,timeout,145133031654370.0,70110028460.0,3896344.0,70069267674.0,0.34,651657008899.0,1000000000000.0,23916442398.0,23916442398.0,0.222453,222452580744.0,,
2908,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,raytrace,simsmall,8,86407.58839678764,timeout,157895660573047.0,120656055580.0,4022756.0,120575417445.0,0.22,338956848520.0,1000000000000.0,26423263287.0,26423263287.0,0.074287,74287351953.0,,
2909,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,raytrace,simsmall,2,86406.54537534714,timeout,,,,,,,,,,,,,
2910,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,raytrace,simmedium,1,86408.92121362686,timeout,,,,,,,,,,,,,
2911,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,raytrace,simmedium,2,86406.31068944931,timeout,153582537252475.0,44839909998.0,3896348.0,44825220427.0,0.57,790642840549.0,1000000000000.0,25578806398.0,25578806398.0,0.451186,451186471557.0,,
2912,os comparison tests,vmlinux-5.4.51,parsec-u20,kvm,raytrace,simmedium,8,86407.47913575172,timeout,158197066875370.0,70182779750.0,4022756.0,70146052188.0,0.4,327066948296.0,1000000000000.0,28367494903.0,28367494903.0,0.132281,132281082504.0,,
2913,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,raytrace,simmedium,2,86407.48423624039,timeout,,,,,,,,,,,,,
2914,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,streamcluster,simmedium,8,86408.39911222458,timeout,,,,,,,,,,,,,
2915,os comparison tests,vmlinux-5.4.51,parsec-u20,simple,vips,simmedium,8,86408.34277558327,timeout,,,,,,,,,,,,,
2916,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,classic,4,systemd,25.033003568649292,Success,22451488353685.0,217939047.0,3467124.0,217936991.0,16.59,1353074608132.0,1000000000000.0,3616211154.0,3616211154.0,22.451488,22451488353685.0,,
2917,boot experiments with gem5-20.1 (kvm-rerun),vmlinux-4.4.186,boot-exit,kvm,classic,4,systemd,20.030349016189575,Success,23285379401245.0,236124369.0,3467124.0,236122269.0,15.69,1483883535279.0,1000000000000.0,3705270688.0,3705270688.0,23.285379,23285379401245.0,,
2918,boot experiments with gem5-20.1 (kvm-rerun),vmlinux-4.19.83,boot-exit,kvm,MI_example,8,init,20.02896237373352,Success,4470265754173.0,590437352.0,4087572.0,590406729.0,3.61,1239834149622.0,1000000000000.0,2128720802.0,2128720802.0,4.470266,4470265754173.0,,
2919,boot experiments with gem5-20.1 (kvm-rerun),vmlinux-4.4.186,boot-exit,kvm,MESI_Two_Level,4,systemd,40.054444789886475,Success,21691979342299.0,251406639.0,3925984.0,251403501.0,14.06,1543221469345.0,1000000000000.0,3533797400.0,3533797400.0,21.691979,21691979342299.0,,
2920,boot experiments with gem5-20.1 (kvm-rerun),vmlinux-4.19.83,boot-exit,kvm,MESI_Two_Level,8,systemd,60.06906270980835,Success,19457556544423.0,277023526.0,4002468.0,277020138.0,16.09,1209016285708.0,1000000000000.0,4458276195.0,4458276195.0,19.457557,19457556544423.0,,
2921,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,MESI_Two_Level,8,systemd,60.07741951942444,Success,18430502815900.0,300805332.0,4001444.0,300801718.0,15.4,1197037248297.0,1000000000000.0,4631367647.0,4631367647.0,18.430503,18430502815900.0,,
2922,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,MESI_Two_Level,4,systemd,45.057339668273926,Success,23080873457899.0,241090757.0,3925988.0,241087625.0,15.58,1481841950276.0,1000000000000.0,3755127891.0,3755127891.0,23.080873,23080873457899.0,,
2923,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,MI_example,8,init,20.025290966033936,Success,4153358629189.0,612432637.0,4086548.0,612396839.0,3.51,1181914347601.0,1000000000000.0,2152008306.0,2152008306.0,4.153359,4153358629189.0,,
2924,os comparison tests (vips-fix),vmlinux-4.15.18,parsec-u18,kvm,vips,simsmall,1,20.02224326133728,Success,14055479033086.0,12293809798.0,3857560.0,12289430255.0,0.43,822523290560.0,1000000000000.0,5312327290.0,5312327290.0,0.35557,355569784290.0,,
2925,os comparison tests (vips-fix),vmlinux-4.15.18,parsec-u18,kvm,vips,simmedium,1,20.02657389640808,Success,14491614778768.0,8018475872.0,3857560.0,8017639335.0,1.32,894756467541.0,1000000000000.0,10552575802.0,10552575802.0,1.177669,1177668700785.0,,
2926,os comparison tests (vips-fix),vmlinux-4.15.18,parsec-u18,kvm,vips,simmedium,2,25.029334545135498,Success,19796580034570.0,14308357278.0,3874232.0,14305632653.0,0.75,840992920473.0,1000000000000.0,10785834596.0,10785834596.0,0.634093,634092691581.0,,
2927,os comparison tests (vips-fix),vmlinux-4.15.18,parsec-u18,kvm,vips,simsmall,2,25.029088973999023,Success,18029125224271.0,25770688389.0,3878328.0,25751707209.0,0.22,747199937861.0,1000000000000.0,5554258978.0,5554258978.0,0.161174,161173984014.0,,
2928,os comparison tests (vips-fix),vmlinux-5.4.51,parsec-u20,kvm,vips,simmedium,1,30.035562753677368,Success,106085937109096.0,11437843671.0,3874548.0,11436001892.0,0.97,881873998819.0,1000000000000.0,11140271000.0,11140271000.0,0.859086,859085880840.0,,
2929,os comparison tests (vips-fix),vmlinux-5.4.51,parsec-u20,kvm,vips,simsmall,1,30.034442901611328,Success,102506142812770.0,21686563311.0,3874552.0,21678991370.0,0.32,783519083200.0,1000000000000.0,6953473808.0,6953473808.0,0.251328,251328044376.0,,
2930,os comparison tests (vips-fix),vmlinux-4.15.18,parsec-u18,kvm,vips,simsmall,8,40.041069746017456,Success,21291488734465.0,51741035752.0,3979136.0,51690551745.0,0.14,475407878062.0,1000000000000.0,7300369360.0,7300369360.0,0.067152,67151990790.0,,
2931,os comparison tests (vips-fix),vmlinux-4.15.18,parsec-u18,kvm,vips,simmedium,8,40.04551911354065,Success,21036887234155.0,38069286297.0,3979132.0,38052886120.0,0.33,677294658909.0,1000000000000.0,12481277353.0,12481277353.0,0.222165,222164540739.0,,
2932,os comparison tests (vips-fix),vmlinux-5.4.51,parsec-u20,kvm,vips,simmedium,2,45.04849934577942,Success,149624606784169.0,21613012190.0,3894292.0,21607709436.0,0.58,813023021302.0,1000000000000.0,12496183313.0,12496183313.0,0.470204,470203882110.0,,
2933,os comparison tests (vips-fix),vmlinux-5.4.51,parsec-u20,kvm,vips,simsmall,2,45.04698991775513,Success,155830725973315.0,43450689580.0,3893268.0,43416781017.0,0.2,721355021305.0,1000000000000.0,8496570699.0,8496570699.0,0.141182,141182111565.0,,
2934,os comparison tests (vips-fix),vmlinux-5.4.51,parsec-u20,kvm,vips,simmedium,8,90.11090660095215,Success,159536131852987.0,63874536120.0,4023776.0,63837286106.0,0.24,645603313005.0,1000000000000.0,15146797357.0,15146797357.0,0.153198,153197740908.0,,
2935,os comparison tests (vips-fix),vmlinux-5.4.51,parsec-u20,kvm,vips,simsmall,8,95.09258079528809,Success,160242976004950.0,96253330930.0,4024796.0,96110847077.0,0.11,431276930458.0,1000000000000.0,10753204984.0,10753204984.0,0.048261,48261361329.0,,
2936,os comparison tests (vips-fix),vmlinux-5.4.51,parsec-u20,simple,vips,simsmall,8,5276.322581291199,Success,159695361382736.0,2160039.0,4543200.0,2388805.0,5186.24,44122766.0,1000000000000.0,11202480570.0,12388915492.0,0.228831,228831219388.0,,
2937,os comparison tests (vips-fix),vmlinux-5.4.51,parsec-u20,simple,vips,simsmall,1,5346.530323505402,Success,107185261940840.0,1278107.0,4077556.0,1502639.0,5320.04,340080149.0,1000000000000.0,6799575230.0,7994095782.0,1.809239,1809239252698.0,,
2938,os comparison tests (vips-fix),vmlinux-5.4.51,parsec-u20,simple,vips,simsmall,2,5431.780708312988,Success,151527785591945.0,1620857.0,4175896.0,1841659.0,5389.76,167837832.0,1000000000000.0,8736025560.0,9926093490.0,0.904605,904605230593.0,,
2939,os comparison tests (vips-fix),vmlinux-4.15.18,parsec-u18,simple,vips,simsmall,8,6262.548646211624,Success,20965257453971.0,1169041.0,4533376.0,1396903.0,6227.09,43601743.0,1000000000000.0,7279722325.0,8698641148.0,0.271512,271511936947.0,,
2940,os comparison tests (vips-fix),vmlinux-4.15.18,parsec-u18,simple,vips,simsmall,2,6277.485923290253,Success,19470817092935.0,904317.0,4091320.0,1131059.0,6255.75,170884618.0,1000000000000.0,5657183363.0,7075619601.0,1.069011,1069011422497.0,,
2941,os comparison tests (vips-fix),vmlinux-4.15.18,parsec-u18,simple,vips,simsmall,1,6352.445242881775,Success,15432046655519.0,841255.0,3983764.0,1065168.0,6336.84,336466144.0,1000000000000.0,5330893921.0,6749795443.0,2.132131,2132130867202.0,,
2942,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,atomic,1,MESI_Two_Level,tc,15.022927522659302,Unknown failed,,,,,,,,,,,,1,10
2943,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,atomic,1,MESI_Two_Level,bc,20.021302938461304,Unknown failed,,,,,,,,,,,,1,10
2944,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,kvm,1,MESI_Two_Level,bfs,20.019959449768066,Success,22342627233442.0,1726151083.0,3863992.0,1725926017.0,1.64,3484888472636.0,1000000000000.0,2838696043.0,2838696043.0,5.731886,5731885504872.0,1,10
2945,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,kvm,1,MESI_Two_Level,bc,20.021827459335327,Success,17353313662321.0,92827377628.0,3862964.0,92420220822.0,0.03,186903651231.0,1000000000000.0,2865441535.0,2865441535.0,0.005799,5799313215.0,1,10
2946,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,atomic,1,MESI_Two_Level,cc,20.02528166770935,Unknown failed,,,,,,,,,,,,1,10
2947,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,kvm,1,MESI_Two_Level,cc,20.02356195449829,Success,16781924478133.0,80684930131.0,3862964.0,80353752049.0,0.04,114684002661.0,1000000000000.0,2837450246.0,2837450246.0,0.004052,4052290653.0,1,10
2948,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,kvm,1,MESI_Two_Level,pr,20.018782377243042,Success,18472293805744.0,63823841161.0,3862968.0,63518558678.0,0.05,171127198411.0,1000000000000.0,2886843540.0,2886843540.0,0.007781,7781388156.0,1,10
2949,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,atomic,1,MESI_Two_Level,bfs,20.025110721588135,Unknown failed,,,,,,,,,,,,1,10
2950,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,atomic,1,MESI_Two_Level,sssp,20.02595067024231,Unknown failed,,,,,,,,,,,,1,10
2951,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,atomic,1,MESI_Two_Level,pr,20.02551794052124,Unknown failed,,,,,,,,,,,,1,10
2952,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,kvm,2,MESI_Two_Level,bc,25.029240608215332,Success,21725127403723.0,82509133223.0,3881940.0,82213174046.0,0.04,198021444848.0,1000000000000.0,3241347041.0,3241347041.0,0.007811,7811371143.0,1,10
2953,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,kvm,2,MESI_Two_Level,cc,25.02576756477356,Success,21191283033805.0,61211090814.0,3881944.0,61047025133.0,0.05,117860785418.0,1000000000000.0,3109170409.0,3109170409.0,0.006005,6005231424.0,1,10
2954,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,kvm,2,MESI_Two_Level,pr,25.024271965026855,Success,21533237063479.0,59123912347.0,3881944.0,58974389416.0,0.05,240722794859.0,1000000000000.0,3115738716.0,3115738716.0,0.012723,12723064866.0,1,10
2955,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,kvm,2,MESI_Two_Level,bfs,25.031852960586548,Success,29485834896754.0,1589756103.0,3882968.0,1589620898.0,1.95,3806397257374.0,1000000000000.0,3098427842.0,3098427842.0,7.419366,7419366241299.0,1,10
2956,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,kvm,4,MESI_Two_Level,pr,30.030410766601562,Success,21576938301829.0,71478539659.0,3921940.0,71238246470.0,0.05,182846230090.0,1000000000000.0,3723033504.0,3723033504.0,0.00956,9559839591.0,1,10
2957,Running GAPBS with 1024 nodes using gem5-20.1 and MESI_Two_Level,vmlinux-5.2.3,gapbs,kvm,4,MESI_Two_Level,bfs,35.04137897491455,Success,30290284993402.0,1371133059.0,3919892.0,1371046255.0,2.6,2840072505810.0,1000000000000.0,3567984966.0,3567984966.0,7.391012,7391012431158.0,1,10
