index,Experiment Name,Kernel Version,CPU Model,Num. of CPUs,Memory System,Boot Type,Workload,Input Size,Host Time,Sim. Status Result,Final Tick,Host Instruction Rate,Host Memory Usage,Host Opcode Rate,Host Second,Host Tick Rate,Simulation Frequency,Simulated Instructions,Simulated Opcodes,Simulated Seconds,Simulated Ticks,Number of Cycles,Number of Floating Point Instructions,Number of Integer Instructions,Number of Load Instructions,Number of Store Instructions,Number of Memory References,Number of Integer ALU,Number of FP ALU,Number of SIMD ALU,Number of SIMD Crypto,Total Cache Miss Rate,Avg Read Queue Length
542,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.fluidanimate,native,715.5758224,success,5.91449E+14,2526195111,3946172,2526194339,664.44,8.59956E+11,1E+12,1.67851E+12,1.67851E+12,571.390249,5.7139E+14,3.05534E+12,0,0,0,0,0,0,0,0,0,0,0
543,NPB Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,npb.bt.A.x,n/a,115.1355276,success,8.77664E+13,4560619009,3877860,4560609835,84.48,8.78805E+11,1E+12,3.85284E+11,3.85284E+11,74.242164,7.42422E+13,1.73494E+11,0,0,0,0,0,0,0,0,0,0,0
544,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.facesim,native,1886.607907,success,2.20913E+15,2650949803,4580908,2650949137,814.83,7.50607E+11,1E+12,2.16008E+12,2.16008E+12,611.619582,6.1162E+14,1.40884E+13,0,0,0,0,0,0,0,0,0,0,0
545,NPB Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,npb.ft.A.x,n/a,35.04340982,success,1.91136E+13,5039660024,3871712,5039523007,5.75,8.97312E+11,1E+12,28980970073,28980970073,5.160223,5.16022E+12,11988151288,0,0,0,0,0,0,0,0,0,0,0
546,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.freqmine,native,1241.059604,success,8.14558E+14,2187426551,4395868,2187425917,1133.26,6.96983E+11,1E+12,2.47893E+12,2.47893E+12,789.865376,7.89865E+14,1.81733E+13,0,0,0,0,0,0,0,0,0,0,0
547,Linux Tests,vmlinux-4.9.186,DerivO3CPU,4,MESI,Systemd,boot.Linux,test,2357.688398,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
548,Linux Tests,vmlinux-4.9.186,KVM,1,MI,Init,boot.Linux,test,10.01401401,success,3.00146E+12,273086415,3880744,273063635,2.31,1.30138E+12,1E+12,629774786,629774786,3.001461,3.00146E+12,7322506382,0,0,0,0,0,0,0,0,0,0,0
549,Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,1,Classic,Systemd,boot.Linux,test,6216.772168,success,4.30969E+12,452572,10043616,959454,6212.36,693728730,1E+12,2811541226,5960472630,4.309693,4.30969E+12,12942021339,75218348,5685496719,685320914,435334574,1120655488,4648755838,2180271,43832269,0,150268774,1.25
550,Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,8,MESI,Init,boot.Linux,test,4334.134162,success,2.25465E+12,227680,4923080,524400,4278.58,526962798,1E+12,974144594,2243684005,2.254651,2.25465E+12,54159694509,21849,2043113131,191957237,133983811,325941048,1824700746,1265,11529,0,8104245,1
551,Linux Tests,vmlinux-4.4.186,KVM,1,MESI,Systemd,boot.Linux,test,30.03799415,success,1.57955E+13,293970094,3869736,293963685,9.48,1.66692E+12,1E+12,2785550222,2785550222,15.795506,1.57955E+13,41189336262,0,0,0,0,0,0,0,0,0,0,0
552,Linux Tests,vmlinux-4.14.134,KVM,8,MI,Init,boot.Linux,test,25.02999854,success,4.90132E+12,504464559,4074244,504437831,4.42,1.10933E+12,1E+12,2228731534,2228731534,4.90132,4.90132E+12,1.13126E+11,0,0,0,0,0,0,0,0,0,0,0
553,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,8,MESI,Systemd,npb.ep.A.x,n/a,281037.2186,success,2.64762E+13,191462,4487452,328684,280966.68,25631471,1E+12,53794474427,92349223820,7.201589,7.20159E+12,1.73011E+11,47749652834,51745416043,9729032018,4135269089,13864301107,45845284111,18774017964,23596613328,0,142533849,1.02
554,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,16,MESI,Systemd,npb.mg.A.x,n/a,302874.499,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
555,Linux Tests,vmlinux-5.4.49,DerivO3CPU,2,MESI,Systemd,boot.Linux,test,36007.36791,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
556,Linux Tests,vmlinux-5.4.49,AtomicCPU,2,MESI,Systemd,boot.Linux,test,30.03219318,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
557,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,64,MESI,Systemd,npb.is.A.x,n/a,103971.8974,unknown failed,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.63917E+15,0,0,0,0,0,0,0,0,0,0,0
558,Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,1,MESI,Systemd,boot.Linux,test,11747.10896,success,4.35634E+12,188094,10664948,421970,11730.53,371367178,1E+12,2206447992,4949932035,4.356335,4.35634E+12,13082088417,74333224,4671190113,561994922,430559671,992554593,3736150330,2142055,43325677,0,45590803,1
559,Linux Tests,vmlinux-4.9.186,AtomicCPU,1,Classic,Init,boot.Linux,test,720.6502461,success,1.61971E+12,661131,3634580,1919389,715.43,2263951908,1E+12,472995276,1373194814,1.619706,1.61971E+12,4864071547,24777,1212939678,89773393,105201410,194974803,1088021847,2241,11529,0,15185430,0
560,Linux Tests,vmlinux-5.4.49,DerivO3CPU,4,Classic,Init,boot.Linux,test,36008.43642,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
561,Linux Tests,vmlinux-4.4.186,AtomicCPU,4,Classic,Init,boot.Linux,test,1081.189886,success,1.77277E+12,770864,4056052,1654292,1074.6,1649702674,1E+12,828369164,1777698597,1.772767,1.77277E+12,21290461519,21224,1629488146,151278548,83002814,234281362,1496589652,1057,11529,0,15898934,0
562,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.blackscholes,simsmall,55.0539434,success,2.03536E+13,34566214767,3891900,34492330978,0.12,4.96377E+11,1E+12,4045229465,4045229465,0.058229,58228978401,44452263461,0,0,0,0,0,0,0,0,0,0,0
563,Linux Tests,vmlinux-4.4.186,AtomicCPU,8,MESI,Init,boot.Linux,test,55.06097794,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
564,Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,1,MESI,Systemd,boot.Linux,test,14278.70857,success,4.64428E+12,183095,10773952,386577,14255.27,325793628,1E+12,2610069701,5510753868,4.644277,4.64428E+12,13946778730,74766750,5309227741,652010511,443125238,1095135749,4239708099,2117931,43593270,0,50724372,1.01
565,Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,2,MI,Systemd,boot.Linux,test,16681.35053,success,9.63409E+12,162237,13171008,343096,16671.02,577894202,1E+12,2704651825,5719759583,9.634087,9.63409E+12,57861158168,75614300,5495580440,674647450,457259831,1131907281,4406005330,2141801,44185190,0,142925226,1.21
566,Linux Tests,vmlinux-5.4.49,DerivO3CPU,8,MESI,Init,boot.Linux,test,14765.61057,success,1.82625E+12,149952,5030484,314540,14713.75,124118491,1E+12,2206360661,4628059289,1.826248,1.82625E+12,2157822800,0,0,0,0,0,8464305733,2846,27321,0,7523300,1.1
567,Linux Tests,vmlinux-5.4.49,DerivO3CPU,2,MESI,Init,boot.Linux,test,11486.7968,success,1.63591E+12,133674,4554380,304749,11461.44,142731448,1E+12,1532096183,3492861787,1.635908,1.63591E+12,1519062117,0,0,0,0,0,6344279971,2757,27292,0,6545527,1.08
568,Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,4,Classic,Init,boot.Linux,test,36007.63222,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
569,Linux Tests,vmlinux-4.4.186,AtomicCPU,4,MI,Init,boot.Linux,test,10.02042818,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
570,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.x264,native,510.4332893,success,1.13751E+15,2472603642,5724712,2472600806,188.83,7.88475E+11,1E+12,4.66908E+11,4.66908E+11,148.889806,1.4889E+14,8.25591E+11,0,0,0,0,0,0,0,0,0,0,0
571,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,2,MESI,Systemd,parsec.fluidanimate,simsmall,7291.338951,success,2.12675E+13,735868,4145852,884855,7240.84,211745930,1E+12,5328303061,6407093373,1.533219,1.53322E+12,9201707870,1138393305,1529207242,350212357,38309309,388521666,1245601453,728207082,395902994,0,1835970,1
572,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.raytrace,simsmall,275.2331319,success,1.50102E+15,81489467452,3921188,81436294161,0.32,7.80334E+11,1E+12,26166251864,26166251864,0.250758,2.50758E+11,15953893748,0,0,0,0,0,0,0,0,0,0,0
573,Linux Tests,vmlinux-4.9.186,KVM,2,MESI,Init,boot.Linux,test,25.03218699,success,4.16529E+12,310439972,3856436,310418389,2.68,1.55259E+12,1E+12,832778171,832778171,4.165291,4.16529E+12,22981798804,0,0,0,0,0,0,0,0,0,0,0
574,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.canneal,simlarge,65.05780292,success,2.92837E+13,2871108576,3892928,2870942963,3.92,8.57968E+11,1E+12,11251224813,11251224813,3.362408,3.36241E+12,57748990657,0,0,0,0,0,0,0,0,0,0,0
575,Linux Tests,vmlinux-4.14.134,DerivO3CPU,1,MI,Systemd,boot.Linux,test,4259.334127,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
576,Linux Tests,vmlinux-4.19.83,DerivO3CPU,2,Classic,Systemd,boot.Linux,test,36009.24429,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
577,Linux Tests,vmlinux-4.9.186,KVM,4,MI,Init,boot.Linux,test,15.0223937,success,4.02747E+12,396838039,3926856,396817246,3.05,1.32163E+12,1E+12,1209228475,1209228475,4.027469,4.02747E+12,45760007714,0,0,0,0,0,0,0,0,0,0,0
578,Linux Tests,vmlinux-4.14.134,KVM,2,MESI,Init,boot.Linux,test,30.0323081,success,4.04762E+12,376565376,3881948,376543256,2.82,1.43711E+12,1E+12,1060524611,1060524611,4.047621,4.04762E+12,22149215292,0,0,0,0,0,0,0,0,0,0,0
579,Linux Tests,vmlinux-4.19.83,KVM,1,MESI,Init,boot.Linux,test,25.02839184,success,3.0564E+12,302285892,3864716,302262564,2.33,1.31243E+12,1E+12,703906444,703906444,3.056404,3.0564E+12,7448859208,0,0,0,0,0,0,0,0,0,0,0
580,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.canneal,native,405.3445704,success,3.31774E+14,479158515,3993296,479157947,280.87,8.99575E+11,1E+12,1.34583E+11,1.34583E+11,252.666384,2.52666E+14,6.22776E+11,0,0,0,0,0,0,0,0,0,0,0
581,Linux Tests,vmlinux-4.4.186,DerivO3CPU,4,MESI,Systemd,boot.Linux,test,20836.3657,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
582,Linux Tests,vmlinux-4.4.186,AtomicCPU,1,Classic,Systemd,boot.Linux,test,3513.203759,success,3.16088E+12,721052,10053036,1528053,3507.17,901263217,1E+12,2528850675,5359142301,3.160883,3.16088E+12,9492983668,75166399,5123821775,639967084,420966406,1060933490,4117630627,2115655,43883767,0,154011326,0
583,Linux Tests,vmlinux-4.9.186,DerivO3CPU,2,MI,Systemd,boot.Linux,test,20.03034306,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
584,Linux Tests,vmlinux-4.9.186,DerivO3CPU,1,Classic,Init,boot.Linux,test,20.02001166,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
585,Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,8,MESI,Systemd,boot.Linux,test,17472.48451,success,4.01826E+12,163382,13696340,341547,17421.2,230653586,1E+12,2846304207,5950155746,4.018262,4.01826E+12,96527979300,77034911,5661774008,695177503,456393315,1151570818,4596215925,2129964,45170682,0,53766531,1.02
586,Linux Tests,vmlinux-4.14.134,KVM,8,Classic,Systemd,boot.Linux,test,25.02899599,success,1.74234E+13,295762974,3623412,295758376,15.39,1.13232E+12,1E+12,4550914949,4550914949,17.423422,1.74234E+13,3.98903E+11,0,0,0,0,0,0,0,0,0,0,0
587,NPB Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,npb.cg.A.x,n/a,70.06889033,success,1.98381E+13,19190479459,4008220,19185455211,0.69,6.31753E+11,1E+12,13163256854,13163256854,0.433464,4.33464E+11,8056724165,0,0,0,0,0,0,0,0,0,0,0
588,Linux Tests,vmlinux-4.14.134,DerivO3CPU,8,MI,Systemd,boot.Linux,test,4444.137091,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
589,Linux Tests,vmlinux-4.4.186,AtomicCPU,1,MI,Systemd,boot.Linux,test,5.011281729,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
590,Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,8,MESI,Init,boot.Linux,test,3939.026418,success,2.13363E+12,236429,4994800,500517,3890.17,548465993,1E+12,919747033,1947094412,2.133626,2.13363E+12,51246952084,21377,1777855901,164449074,87572692,252021766,1646239055,1105,11537,0,7011006,1
591,Linux Tests,vmlinux-4.4.186,AtomicCPU,1,MI,Init,boot.Linux,test,5.012144089,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
592,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.bodytrack,simlarge,50.04287529,success,1.86876E+13,4625742067,3869992,4625506111,3.54,8.46686E+11,1E+12,16378440350,16378440350,2.99805,2.99805E+12,21764812001,0,0,0,0,0,0,0,0,0,0,0
593,NPB Experiments,vmlinux-4.19.83,KVM,16,MESI,Systemd,npb.bt.A.x,n/a,3097.687696,success,2.06368E+15,7191666712,4981768,7191638430,61.07,2.08292E+11,1E+12,4.39157E+11,4.39157E+11,12.719388,1.27194E+13,5.33046E+11,0,0,0,0,0,0,0,0,0,0,0
594,Linux Tests,vmlinux-4.9.186,AtomicCPU,1,MI,Init,boot.Linux,test,5.010601521,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
595,Linux Tests,vmlinux-5.4.49,DerivO3CPU,1,MESI,Systemd,boot.Linux,test,36008.40558,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
596,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.canneal,native,470.4120448,success,3.64821E+14,421031696,4024424,421031408,321.23,8.51992E+11,1E+12,1.35249E+11,1.35249E+11,273.687217,2.73687E+14,1.52901E+12,0,0,0,0,0,0,0,0,0,0,0
597,Linux Tests,vmlinux-4.19.83,AtomicCPU,1,MI,Systemd,boot.Linux,test,5.011998892,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
598,Linux Tests,vmlinux-5.4.49,AtomicCPU,4,MI,Systemd,boot.Linux,test,10.01060629,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
599,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.blackscholes,simsmall,105.0939963,success,2.11046E+13,33007109579,4007300,32964281221,0.17,3.1274E+11,1E+12,5490763342,5490763342,0.052101,52101028818,1.68252E+11,0,0,0,0,0,0,0,0,0,0,0
600,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.blackscholes,simlarge,110.0924926,success,2.15615E+13,7323553623,4008328,7321824405,1.13,6.11414E+11,1E+12,8277301403,8277301403,0.691229,6.91229E+11,1.89106E+11,0,0,0,0,0,0,0,0,0,0,0
601,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,8,MESI,Systemd,npb.is.A.x,n/a,16699.34531,success,1.99357E+13,529979,4339992,624068,16630.91,33818177,1E+12,8814036406,10378816149,0.562427,5.62427E+11,13511764790,2797349,3807116074,598237004,342816776,941053780,2873796054,10331,72104,0,45721950,3.69
602,Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,4,Classic,Systemd,boot.Linux,test,36008.78176,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
603,NPB Experiments,vmlinux-4.19.83,TimingSimpleCPU,32,MESI,Systemd,npb.is.A.x,n/a,26437.11608,success,2.10859E+13,601151,5444956,672917,26022.99,9583017,1E+12,15643748413,17511302142,0.249379,2.49379E+11,23867422882,2799941,4490096228,676906020,358278611,1035184631,3511270688,10555,72104,0,50279025,18.83
604,Linux Tests,vmlinux-4.14.134,KVM,8,MI,Systemd,boot.Linux,test,40.03898859,success,1.86846E+13,283067382,4083464,283063742,16.21,1.15286E+12,1E+12,4587640098,4587640098,18.684552,1.86846E+13,4.28095E+11,0,0,0,0,0,0,0,0,0,0,0
605,Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,8,MESI,Systemd,boot.Linux,test,15761.9174,success,3.7556E+12,188976,13725228,393961,15714.16,238994645,1E+12,2969600321,6190763124,3.755599,3.7556E+12,90214272088,76422141,5905099444,703292802,468826924,1172119726,4831122137,2103058,44764633,0,56420165,1.02
606,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,MESI,Systemd,parsec.fluidanimate,simsmall,7211.391653,success,1.82249E+13,703302,4070948,853203,7171.85,213628156,1E+12,5043973487,6119041730,1.532108,1.53211E+12,4600925815,1138407832,1522754866,349224411,37789633,387014044,1240598999,728214426,395902921,0,1741842,1
607,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,2,MESI,Systemd,parsec.vips,simsmall,50.04983211,success,2.75573E+13,404046653,3892928,404042621,19.21,1.43428E+12,1E+12,7762982709,7762982709,27.557342,2.75573E+13,1.518E+11,0,0,0,0,0,0,0,0,0,0,0
608,Linux Tests,vmlinux-4.14.134,DerivO3CPU,2,MESI,Init,boot.Linux,test,4089.079259,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
609,NPB Experiments,vmlinux-4.19.83,KVM,32,MESI,Systemd,npb.ep.A.x,n/a,465.5383325,success,1.90339E+13,45923713391,4682588,45916891074,1.3,5.07229E+11,1E+12,59708682705,59708682705,0.659593,6.59593E+11,48420606694,0,0,0,0,0,0,0,0,0,0,0
610,Linux Tests,vmlinux-4.4.186,DerivO3CPU,1,MI,Systemd,boot.Linux,test,20180.5826,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
611,Linux Tests,vmlinux-4.9.186,DerivO3CPU,2,MESI,Init,boot.Linux,test,2242.347311,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
612,Linux Tests,vmlinux-4.14.134,KVM,8,MESI,Init,boot.Linux,test,65.06332636,success,4.78342E+12,328861977,3995592,328851529,6.77,7.06113E+11,1E+12,2227725545,2227725545,4.78342,4.78342E+12,1.10085E+11,0,0,0,0,0,0,0,0,0,0,0
613,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,2,MESI,Systemd,parsec.blackscholes,simsmall,890.7210243,success,1.77917E+13,4815829,4051648,4955040,841.34,203010963,1E+12,4051762494,4168887534,0.170802,1.70802E+11,1024847535,165114472,130043598,38938813,8539038,47477851,92548367,80906899,91834543,0,40625,1
614,Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,4,MI,Init,boot.Linux,test,3203.529675,success,2.19515E+12,236480,5306260,520411,3192.77,687537391,1E+12,755026196,1661551951,2.19515,2.19515E+12,26362628344,21368,1531098055,146474974,83083801,229558775,1384792242,1105,11529,0,9745672,1.05
615,Linux Tests,vmlinux-4.9.186,AtomicCPU,8,MESI,Init,boot.Linux,test,45.05359173,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
616,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.bodytrack,simsmall,115.1022205,success,2.12009E+13,14521830419,4008328,14513533669,0.46,5.49595E+11,1E+12,6611636649,6611636649,0.25039,2.5039E+11,1.83381E+11,0,0,0,0,0,0,0,0,0,0,0
617,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,2,MESI,Systemd,parsec.swaptions,simsmall,10283.88238,success,2.16235E+13,548826,4094656,688101,10238.62,208210597,1E+12,5619218342,7045206458,2.13179,2.13179E+12,12803541863,1094766078,2452626800,490834108,151311500,642145608,1907886470,502658345,493117728,0,887084,1
618,PARSEC Experiments,vmlinux-4.19.83,TimingSimpleCPU,1,MESI,Systemd,parsec.streamcluster,simsmall,7661.85679,success,2.12835E+13,629178,4039204,753599,7619.08,193688876,1E+12,4793757654,5741726191,1.475731,1.47573E+12,4431623742,1278088491,1191781070,438832492,20515228,459347720,732108139,888315487,548081216,0,11691158,1
619,Linux Tests,vmlinux-4.14.134,KVM,1,MESI,Init,boot.Linux,test,25.02650952,success,3.12053E+12,356517279,3862400,356486097,2.4,1.29969E+12,1E+12,855906505,855906505,3.120534,3.12053E+12,7585346485,0,0,0,0,0,0,0,0,0,0,0
620,Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,2,MESI,Systemd,boot.Linux,test,14008.08372,success,3.81498E+12,180504,11752172,384506,13980.45,272879249,1E+12,2523523434,5375570985,3.814975,3.81498E+12,22910358949,74933070,5129785255,641307484,422722998,1064030482,4128575968,2099122,43755044,0,50722235,1.01
621,Linux Tests,vmlinux-4.14.134,DerivO3CPU,1,Classic,Systemd,boot.Linux,test,3118.103869,kernel panic,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
622,Linux Tests,vmlinux-4.19.83,KVM,2,MI,Init,boot.Linux,test,10.01804066,success,3.53429E+12,382852093,4005116,382814216,2.39,1.47945E+12,1E+12,914501281,914501281,3.534294,3.53429E+12,19384355515,0,0,0,0,0,0,0,0,0,0,0
623,Linux Tests,vmlinux-5.4.49,AtomicCPU,8,MI,Systemd,boot.Linux,test,20.02442718,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
624,PARSEC Experiments,vmlinux-4.19.83,KVM,8,MESI,Systemd,parsec.blackscholes,native,355.2919853,success,1.82154E+14,2661384147,4725020,2661380345,163.22,7.21408E+11,1E+12,4.34383E+11,4.34383E+11,117.746378,1.17746E+14,3.04976E+12,0,0,0,0,0,0,0,0,0,0,0
625,Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,8,Classic,Systemd,boot.Linux,test,36008.54935,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
626,Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,4,Classic,Systemd,boot.Linux,test,36008.12757,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
627,Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,8,Classic,Systemd,boot.Linux,test,36006.3009,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
628,Linux Tests,vmlinux-4.4.186,DerivO3CPU,1,MI,Init,boot.Linux,test,13509.17498,success,1.78607E+12,130331,5029492,326591,13503.74,132264669,1E+12,1759956731,4410200974,1.786068,1.78607E+12,2052379808,0,0,0,0,0,8127650494,5960,27067,0,8205966,1.72
629,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.dedup,simlarge,75.07398534,success,3.47592E+13,2407423958,3933780,2407397502,18.07,8.67071E+11,1E+12,43495171565,43495171565,15.665649,1.56656E+13,55260134348,0,0,0,0,0,0,0,0,0,0,0
630,Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,2,Classic,Systemd,boot.Linux,test,36009.26359,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
631,Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,4,Classic,Systemd,boot.Linux,test,36008.06883,timeout,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
632,Linux Tests,vmlinux-4.4.186,DerivO3CPU,8,MESI,Init,boot.Linux,test,16562.49897,success,1.80769E+12,154308,5062088,348500,16504.55,109526470,1E+12,2546780115,5751839712,1.807685,1.80769E+12,2137951433,0,0,0,0,0,10633699746,6602,27609,0,7332280,1.07
633,Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,2,MESI,Systemd,boot.Linux,test,12178.16559,success,3.86966E+12,184547,11567648,413840,12153.18,318407207,1E+12,2242834410,5029473050,3.869661,3.86966E+12,23240937881,74462615,4734156088,566445607,431664192,998109799,3808585834,2105289,43499916,0,47576667,1.01
634,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.raytrace,simlarge,60.06042957,success,2.54778E+13,15060448593,3892928,15059347417,1.96,8.42113E+11,1E+12,29505926765,29505926765,1.64998,1.64998E+12,52487846317,0,0,0,0,0,0,0,0,0,0,0
635,PARSEC Experiments,vmlinux-4.19.83,KVM,2,MESI,Systemd,parsec.streamcluster,native,845.7094495,success,6.80561E+14,1327518917,3931840,1327518531,795.21,8.31187E+11,1E+12,1.05566E+12,1.05566E+12,660.967639,6.60968E+14,3.52504E+12,0,0,0,0,0,0,0,0,0,0,0
636,Linux Tests,vmlinux-4.9.186,KVM,2,MESI,Systemd,boot.Linux,test,35.04422808,success,1.41586E+13,239196228,3860276,239191647,11.46,1.23567E+12,1E+12,2740706311,2740706311,14.158601,1.41586E+13,76620418533,0,0,0,0,0,0,0,0,0,0,0
637,Linux Tests,vmlinux-5.4.49,AtomicCPU,4,Classic,Init,boot.Linux,test,1081.216935,success,1.80542E+12,845178,4077084,1739152,1072.08,1684024610,1E+12,906101740,1864516856,1.805416,1.80542E+12,21685125200,21200,1732020201,154212045,90788255,245000300,1573767754,1055,11515,0,15872838,0
638,Linux Tests,vmlinux-4.19.83,KVM,4,Classic,Init,boot.Linux,test,10.01503229,success,4.06036E+12,421640612,3464876,421610212,3.07,1.3227E+12,1E+12,1294227662,1294227662,4.060363,4.06036E+12,46116177674,0,0,0,0,0,0,0,0,0,0,0
639,Linux Tests,vmlinux-5.4.49,AtomicCPU,2,MI,Systemd,boot.Linux,test,10.01660204,unknown failed,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
640,NPB Experiments,vmlinux-4.19.83,KVM,16,MESI,Systemd,npb.lu.A.x,n/a,125.1523473,success,2.35777E+13,37036495946,4199436,37035251662,5.46,7.9159E+11,1E+12,2.02129E+11,2.02129E+11,4.32031,4.32031E+12,1.59285E+11,0,0,0,0,0,0,0,0,0,0,0
641,Linux Tests,vmlinux-4.4.186,DerivO3CPU,4,MI,Init,boot.Linux,test,15992.05994,success,1.81041E+12,131278,5468804,311846,15978.09,113305939,1E+12,2097577026,4982698296,1.810413,1.81041E+12,2560843377,0,0,0,0,0,9199822409,5141,27410,0,10056565,1.34
642,PARSEC Experiments,vmlinux-4.19.83,KVM,1,MESI,Systemd,parsec.dedup,simsmall,45.04166698,success,1.68803E+13,5641238963,3869988,5639851610,1.01,8.41826E+11,1E+12,5703798910,5703798910,0.851404,8.51404E+11,17295344286,0,0,0,0,0,0,0,0,0,0,0
643,Linux Tests,vmlinux-4.14.134,KVM,8,Classic,Init,boot.Linux,test,15.0262146,success,4.73039E+12,540729627,3621364,540701396,4.1,1.15327E+12,1E+12,2217779068,2217779068,4.730386,4.73039E+12,1.09217E+11,0,0,0,0,0,0,0,0,0,0,0
